gene,UC signature,Mendiratta signature
CSH1,-0.0006093889128145748,0.0
CSH2,-0.0009339824491574114,0.0
CSHL1,-0.0011632724196187188,0.0
CSK,0.00787141024567433,0.0
CSN1S1,8.727002638285933e-05,0.0
CSN2,-0.002664464983640599,0.0
CSN3,5.9415066883310806e-05,0.0
CSNK1A1,0.0007374042109186415,0.0
CSNK1D,-0.004788295660463821,0.0
CSNK1E,-0.00039409774842915485,0.0
CSNK1G1,-0.0005374064504314169,0.0
CSNK1G2,-0.003442890397611245,0.0
CSNK1G3,0.003459401327369432,0.0
CSNK2A1,-0.0015932427600616561,0.0
CSNK2A2,-0.006366773931536964,0.0
CSNK2B,-0.008589691497842104,0.0
CSPG4,-0.0008217519175962763,0.0
CSPG5,-0.008873024685980802,0.0
CSPP1,0.0035150338015829054,0.0
CSRNP2,-0.010895369565972856,0.0
CSRNP3,-0.007763342007779857,0.0
CSRP1,0.007373596602980253,0.0
CSRP2,-0.0025554918230959504,0.0
CSRP3,0.0007323002348486975,0.0
CST1,0.021974494658685034,0.0
CST2,0.02168522332616316,0.0
CST3,0.004301707053680706,0.0
CST4,0.016999054896727064,0.0
CST5,-0.0024602885646981825,0.0
CST6,0.0030061914312452965,0.0
CST7,-0.0035658667543423434,0.0
CST8,-0.0020248036704078112,0.0
CSTA,-0.002807982767275037,0.0
CSTB,0.012285779001691095,0.0
CSTF1,0.0024755182011830805,0.0
CSTF2,0.006397392872475097,0.0
CSTF2T,-0.0008411045260476664,0.0
CSTF3,-0.00564658982650764,0.0
CT62,-0.0010367736307553177,0.0
CTAG2,-0.0014457182180031244,0.0
CTAGE1,0.0004711136911558935,0.0
CTAGE5,-0.00022430843303655545,0.0
CTAGE9,4.284669057116697e-05,0.0
CTBP1,-0.03491778564875976,-0.041145
CTBP2,-0.01614902414236046,0.0
CTBS,0.00423203744880801,0.0
CTCF,-0.008533967084719964,0.0
CTDNEP1,0.0036232498568531746,0.0
CTDP1,0.0017605367406610373,0.0
CTDSP1,-0.0070332916512329015,0.0
CTDSP2,-0.004211676235199207,0.0
CTDSPL,0.0017717889564465288,0.0
CTF1,0.003228134076385766,0.0
CTGF,-0.005407920415663522,0.0
CTH,0.006892227683918479,0.0
CTLA4,0.00048393424450430574,0.0
CTNNA1,-0.0004642549173359492,0.0
CTNNA2,0.007727639415013129,0.0
CTNNA3,-0.0018338096030978313,0.0
CTNNAL1,-0.016865015202027708,0.0
CTNNB1,-0.003374598740673744,0.0
CTNNBIP1,-0.010740971688479217,0.0
CTNNBL1,-0.005973874675700366,0.0
CTNND1,-0.0061300030295338365,0.0
CTNND2,-0.007555271577955709,0.0
CTNS,0.00625586616236521,0.0
CTPS2,0.0006462099804778893,0.0
CTR9,-0.013886645209439994,0.0
CTRB2,0.0003029168085687804,0.0
CTRC,0.0006334982203935149,0.0
CTRL,0.0012419634244566283,0.0
CTSA,-0.012873144517998536,0.0
CTSB,-0.00602088270715952,0.0
CTSC,0.0024269506987585204,0.0
CTSD,0.0038669083428699976,0.0
CTSE,0.0009344319630070519,0.0
CTSF,-0.02123337324551697,0.0
CTSG,0.001482934226559983,0.0
CTSH,-0.02322646591989535,0.0
CTSK,-0.00046325987371216603,0.0
CTSO,-0.0013783104748651188,0.0
CTSS,0.003992315257193313,0.0
CTSW,-0.0013408319035576935,0.0
CTSZ,-0.002177672880019574,0.0
CTTN,0.007140695373519561,0.0
CUBN,-0.006210610964952909,0.0
CUEDC1,-0.002576231960304008,0.0
CUEDC2,-0.007523922041956789,0.0
CUL1,0.001785418424405635,0.0
CUL2,0.0027332864058783124,0.0
CUL3,-0.002746934925851394,0.0
CUL4A,0.004610740970640265,0.0
CUL4B,-0.006942382805018139,0.0
CUL5,0.00023853416141832447,0.0
CUL7,0.0027729705586205695,0.0
CUL9,-0.00449523702510012,0.0
CUTA,-0.012138611359613949,0.0
CUTC,0.001197908598523951,0.0
CUX1,-0.011015943976762834,0.0
CUX2,0.010018122005155224,0.0
CUZD1,-0.0017425795665734112,0.0
CWC25,0.0028638282271607344,0.0
CWF19L1,0.006396614466573496,0.0
CWH43,-9.663445725714443e-05,0.0
CX3CL1,-0.0004532327725418294,0.0
CX3CR1,0.0009217510977022921,0.0
CXADR,0.00506902318699092,0.0
CXCL1,-0.0024304678383742177,0.0
CXCL10,0.009030449044478204,0.0
CXCL11,0.004100373864896401,0.0
CXCL12,0.0004973467182869594,0.0
CXCL13,0.0007741540820003272,0.0
CXCL14,-0.004234246913624725,0.0
CXCL2,0.004298930476429699,0.0
CXCL3,0.005489977056687943,0.0
CXCL5,0.001218838960790449,0.0
CXCL6,0.002179667481523989,0.0
CXCL9,-0.006018161693680074,0.0
CXCR1,-0.00246127407364657,0.0
CXCR2,-0.000499100698459385,0.0
CXCR3,0.0008799075929219388,0.0
CXCR4,0.007163385107403074,0.0
CXCR5,0.002358669149515647,0.0
CXCR6,0.0007422637218047065,0.0
CXXC1,-0.006676470625462926,0.0
CXXC4,-0.00011817625499685234,0.0
CXorf21,-0.0033948404717945887,0.0
CXorf36,-0.0001565975666539981,0.0
CXorf40A,2.783331177676367e-05,0.0
CXorf40B,0.001858198527645957,0.0
CXorf56,0.003052032684882895,0.0
CXorf57,0.0002717467388453549,0.0
CYB561,0.023111572918703905,0.018307
CYB561D2,0.010914274257950506,0.0
CYB5A,0.010995314836368194,0.0
CYB5B,0.010831602436805457,0.0
CYB5R1,0.006165546595510746,0.0
CYB5R2,-0.0012211660187391462,0.0
CYB5R3,0.005234716743374531,0.0
CYB5R4,0.007325558082096522,0.0
CYBA,-0.0019150598724409337,0.0
CYBB,0.0033787726416487493,0.0
CYBRD1,-0.003151814299663773,0.0
CYC1,0.005575932163487401,0.0
CYCS,0.013767295021654502,0.0
CYFIP1,-0.0001469010494628824,0.0
CYFIP2,-0.02531143448570923,0.0
CYHR1,-0.0005918374739831019,0.0
CYLC1,-0.00034402261072910865,0.0
CYLC2,-6.402031716414835e-05,0.0
CYLD,0.0033214087268593115,0.0
CYP11A1,0.013444750414425083,0.0
CYP11B1,0.0028506801458549717,0.0
CYP11B2,-0.001452397609643007,0.0
CYP17A1,0.004249664361891491,0.0
CYP19A1,0.0024676268511605905,0.0
CYP1A1,-0.005964472438262342,0.0
CYP1A2,-0.0023273162151440535,0.0
CYP1B1,0.0034720961652250624,0.0
CYP20A1,0.0008752503838359046,0.0
CYP21A2,-0.0018887006050219213,0.0
CYP24A1,-0.0007578206109036738,0.0
CYP26A1,-0.0011271282231000868,0.0
CYP26B1,0.00035560062420362946,0.0
CYP27A1,-0.0032249043607078007,0.0
CYP27B1,0.005442845258351831,0.0
CYP2A13,-0.0043789371792874844,0.0
CYP2A6,-0.0017290082905483126,0.0
CYP2A7,-0.002603924176674098,0.0
CYP2B6,0.001228605705427885,0.0
CYP2C18,-0.0019501655946416471,0.0
CYP2C19,-0.0017968023447423487,0.0
CYP2C8,0.0019559705036581426,0.0
CYP2C9,0.00016197516800951057,0.0
CYP2D6,0.0013355825101781143,0.0
CYP2E1,-0.00588263133212174,0.0
CYP2F1,0.000403372588726466,0.0
CYP2J2,-0.004950704688632603,0.0
CYP2R1,-0.000440903367206614,0.0
CYP2U1,0.0008000019899154547,0.0
CYP2W1,0.004046828934436589,0.0
CYP39A1,-0.008615543611696783,0.0
CYP3A4,0.0015878050559390451,0.0
CYP3A43,0.0031693195979043075,0.0
CYP3A5,0.008352620811951435,0.0
CYP3A7,-0.0031348076964862717,0.0
CYP46A1,-0.002033869534179364,0.0
CYP4A11,-0.0014565120036503785,0.0
CYP4A22,-0.005869553720689157,0.0
CYP4B1,0.002137389503149602,0.0
CYP4F11,0.009058505005393543,0.0
CYP4F12,0.003616541476414401,0.0
CYP4F2,-0.003793725351099276,0.0
CYP4F3,-0.0007551180597286716,0.0
CYP4F8,-0.001003730154697736,0.0
CYP51A1,0.028178247220929226,0.0
CYP7A1,-0.0010918148623875312,0.0
CYP7B1,-0.0007996120607295863,0.0
CYR61,0.001040550933666303,0.0
CYSLTR1,-0.0004392762429832095,0.0
CYSLTR2,0.0020640499123365367,0.0
CYTH1,0.013571948819687419,0.0
CYTH2,-1.5179583433417692e-05,0.0
CYTH3,-0.007453819685697941,0.0
CYTH4,-0.0026202027292447617,0.0
CYTIP,-0.004176839052974114,0.0
CYTL1,3.2446863589628845e-06,0.0
DAAM1,-0.0032181037234401337,0.0
DAAM2,-0.00513713045282384,0.0
DAB1,0.002212418710374136,0.0
DAB2,-0.0008352984874227136,0.0
DACH1,-0.011567004539239137,0.0
DACT1,0.0015302148367901827,0.0
DAD1,0.008360930373112712,0.0
DAG1,-0.0030886247881279317,0.0
DAGLA,-0.00256901127772753,0.0
DALRD3,-0.0056939440040036015,0.0
DAO,0.001969956174994208,0.0
DAP,0.008357609780457752,0.0
DAP3,-0.005120792780668967,0.0
DAPK1,-0.015872360558952078,0.0
DAPK2,-0.004102631245264993,0.0
DAPK3,-0.002661230718601818,0.0
DAPP1,-0.0011713573130618933,0.0
DARS,-0.00036346574357390025,0.0
DARS2,-0.002342262658459771,0.0
DAXX,0.001863199500264194,0.0
DAZAP1,0.0038197816463752437,0.0
DAZAP2,-0.005533427817876167,0.0
DAZL,-0.0020691837723292835,0.0
DBF4,0.015481009324741044,0.0
DBF4B,0.004443817412673213,0.0
DBH,-0.0013471739320885317,0.0
DBI,0.08665595210716971,0.0
DBN1,-0.0132484706780947,0.0
DBNDD1,0.004751862701314465,0.0
DBP,0.0008928401258116387,0.0
DBR1,0.0009363995139706159,0.0
DBT,0.002607481546435953,0.0
DCAF10,0.001551425350121179,0.0
DCAF11,-0.0028428331107442093,0.0
DCAF13,-0.00235046259924709,0.0
DCAF15,-0.000978448329435129,0.0
DCAF16,-0.0038013069076418835,0.0
DCAF17,-0.001668169041220596,0.0
DCAF4,0.00425017304710557,0.0
DCAF6,0.01224334584702115,0.0
DCAF7,-0.0023744485434606735,0.0
DCAF8,0.0055020720416540745,0.0
DCAKD,0.004620964502147401,0.0
DCBLD2,0.0011326634387122687,0.0
DCC,0.002667784155991577,0.0
DCHS1,-0.0015444035131590528,0.0
DCHS2,-0.0017150628652072434,0.0
DCK,0.0010173055834228149,0.0
DCLK1,-0.0022168949043266297,0.0
DCLK2,-0.0017425046408805094,0.0
DCLRE1A,-0.0020116670536158,0.0
DCLRE1B,-0.0012272288010469323,0.0
DCLRE1C,0.002194927769889931,0.0
DCN,-0.004582895265859555,0.0
DCP1A,-0.0009811053805019116,0.0
DCP2,0.004300361128477145,0.0
DCPS,-0.005458945115868922,0.0
DCT,0.0014728301152470882,0.0
DCTD,-0.0022742276884571842,0.0
DCTN1,-0.0034278311494459444,0.0
DCTN2,0.0015402529331214896,0.0
DCTN3,-0.004845859573824758,0.0
DCTN4,-0.015035274496452184,0.0
DCTN5,0.009021818452861827,0.0
DCTN6,-0.0037198891836279224,0.0
DCTPP1,0.011816375567536825,0.0
DCUN1D1,-0.00677065426571883,0.0
DCUN1D2,-0.0019036128845337777,0.0
DCUN1D4,-0.0026867640891168536,0.0
DCX,-0.0010761253792958877,0.0
DCXR,0.041784794532156534,0.0
DDA1,0.006332215844079623,0.0
DDAH1,-0.0038184211559758523,0.0
DDAH2,-0.008188004540149332,0.0
DDB1,-0.004474681239773007,0.0
DDB2,0.001056039057733689,0.0
DDC,-0.0282153375458482,0.0
DDHD2,-0.0024653795265874674,0.0
DDI2,-0.0033996116031573473,0.0
DDIT3,-0.002306450825995834,0.0
DDIT4,0.04026005838098831,0.0
DDN,-0.001001656800281757,0.0
DDO,-0.0005970078647412889,0.0
DDOST,-0.008108598295556626,0.0
DDR1,-0.025350613906703498,0.0
DDR2,0.0028161285781515993,0.0
DDRGK1,0.0005088480510255105,0.0
DDT,0.011499875925477104,0.0
DDX1,-0.008668246450093292,0.0
DDX10,0.009426148401182492,0.0
DDX11,0.004986393782354306,0.0
DDX17,-0.008381966387980371,-0.015359999999999999
DDX18,-0.004503310701379787,0.0
DDX19A,0.00591060917076913,0.0
DDX21,0.013481606320565963,0.0
DDX23,-0.002669622223817265,0.0
DDX24,-0.003364630871508604,0.0
DDX25,-0.0003519877387255345,0.0
DDX27,0.0031668812162236677,0.0
DDX28,0.0034372055636676803,0.0
DDX31,0.003987459316280298,0.0
DDX3X,-0.0012745695853159768,0.0
DDX3Y,0.004936555841964263,0.0
DDX4,-0.0003168624429252921,0.0
DDX41,-0.0044101540312175055,0.0
DDX42,-0.002920991971401219,0.0
DDX43,-0.0015904689126544458,0.0
DDX46,0.009155958722463815,0.0
DDX47,-0.0018986554034903032,0.0
DDX49,0.00662696091198707,0.0
DDX5,0.0008889740702305921,0.0
DDX50,0.00439881316617392,0.0
DDX51,0.0016897227841765434,0.0
DDX52,0.005199671541367687,0.0
DDX54,0.0038383487091067842,0.0
DDX56,0.0066313447872477825,0.0
DDX58,-0.004458633164060616,0.0
DDX6,-0.009420647692071779,0.0
DDX60,-0.01840325809754667,0.0
DEAF1,-0.004241550261711372,0.0
DEC1,0.0036422991594934314,0.0
DECR1,-0.013933864287333654,0.0
DECR2,-0.004468419108118367,0.0
DEDD,0.0009390062643424839,0.0
DEF6,0.0012838680424895775,0.0
DEF8,-0.0028187020454041208,0.0
DEFA4,-0.0017461947242056472,0.0
DEFA5,-0.0005192095354842455,0.0
DEFA6,0.0012662279995766675,0.0
DEFB1,0.014134433186757455,0.0
DEFB126,-0.00025873097010524406,0.0
DEFB4A,-0.0002508175711408145,0.0
DEGS1,0.03153614530806886,0.072357
DEK,0.004898214119616742,0.0
DENND1A,0.00517916996959622,0.0
DENND1B,-0.010462842382844655,0.0
DENND1C,-0.0002614323479483489,0.0
DENND2A,0.0007988079162159301,0.0
DENND2D,-0.0054850411899093725,0.0
DENND3,-0.006067299440015535,0.0
DENND4A,-0.00044173012519979903,0.0
DENND4B,-0.0035921596116192437,0.0
DENND4C,0.00030657838857977595,0.0
DENND5A,-0.015190869433132382,0.0
DENND5B,-0.001839165438011756,0.0
DENR,0.005234617790600377,0.0
DEPDC1,0.009399912104278471,0.0
DEPDC5,-0.0007985026033670692,0.0
DERA,-0.013583673723343946,0.0
DERL1,0.010928075728598014,0.0
DERL2,0.008840926826570486,0.0
DES,0.004887487501522569,0.0
DET1,-0.0071542004846639785,0.0
DEXI,0.005250601078172737,0.0
DFFA,-0.003034621387027032,0.0
DFFB,0.002508536129873873,0.0
DFNA5,-0.010090287047599135,0.0
DGAT1,0.0010081014178273718,0.0
DGCR14,-0.0008291264331435695,0.0
DGCR2,-0.0016694166794138476,0.0
DGCR6L,0.001883325190656313,0.0
DGCR8,-0.0004738015661911882,0.0
DGKA,0.0021492998199311992,0.0
DGKB,0.0032556850965721616,0.0
DGKD,-0.002821796402190428,0.0
DGKE,0.0017312585703533675,0.0
DGKG,0.0029056717165455966,0.0
DGKI,-0.00011060500161527664,0.0
DGKQ,-0.004546479113357262,0.0
DGKZ,0.0059196528698306885,0.0
DGUOK,0.001384213475693733,0.0
DHCR24,0.10226645743124807,0.068888
DHCR7,0.03588541627013845,0.0
DHDDS,-0.0006200536985846798,0.0
DHFR,0.0033318846736097663,0.0
DHODH,0.0049024568049418965,0.0
DHPS,-0.006513807849543853,0.0
DHRS1,-0.004439969283908318,0.0
DHRS11,0.0002991204372395793,0.0
DHRS12,0.003440702688128051,0.0
DHRS2,0.02408013759103032,0.0
DHRS3,-0.004145571156272068,0.0
DHRS7,0.0028586421898324603,0.0
DHRS7B,0.002723223497265235,0.0
DHRS9,0.012000271117693431,0.0
DHTKD1,0.008466960975172659,0.0
DHX15,0.0062189350579994135,0.0
DHX16,-0.00040356686820726146,0.0
DHX29,-0.0005560953860347857,0.0
DHX30,0.003422137506681567,0.0
DHX32,-0.004415492655847597,0.0
DHX34,-0.0011133954039790098,0.0
DHX35,0.0009054125685566327,0.0
DHX38,0.0023117138644306707,0.0
DHX40,-0.015001729752926119,0.0
DHX57,-0.0012433527400027534,0.0
DHX58,-0.005498367060101329,0.0
DHX8,0.002455018581555242,0.0
DHX9,-0.013656388720542572,0.0
DIABLO,-0.003737565863166956,0.0
DIAPH1,0.001340254751020155,0.0
DIAPH2,-0.004102796214002829,0.0
DIAPH3,0.004818730636947214,0.0
DICER1,-0.002589556089333467,0.0
DIDO1,-0.005500902590102006,0.0
DIO1,0.003887876518666487,0.0
DIO2,-0.002876175651708869,0.0
DIO3,-0.0037873715082087883,0.0
DIP2A,0.009503553677351036,0.0
DIP2C,-0.005021468167145342,0.0
DIRAS2,-0.0021936283906648234,0.0
DIRAS3,-0.0065057506134523985,0.0
DIS3,0.00226230609798447,0.0
DISC1,0.002179654426480951,0.0
DIXDC1,-0.0046236285266422405,0.0
DKC1,-0.004424765099813868,0.0
DKK1,0.001678387026072452,0.0
DKK2,-0.0027144685129641857,0.0
DKK3,-0.000365054643370527,0.0
DKK4,0.0013250077298990086,0.0
DKKL1,-1.2189002809643961e-05,0.0
DLAT,0.011833337326822402,0.0
DLC1,0.0013446339389089005,0.0
DLD,3.44543531651456e-05,0.0
DLEC1,0.00509774041804257,0.0
DLG1,-0.0009917917164430654,0.0
DLG2,-0.0002620214983657103,0.0
DLG3,-0.002064767039114941,0.0
DLG4,0.002646938335195694,0.0
DLG5,0.006491426590586988,0.0
DLGAP1,0.0033870728237357325,0.0
DLGAP2,-0.0004969718560584141,0.0
DLGAP4,-0.008779433363763432,0.0
DLGAP5,0.01071751175535022,0.0
DLK1,0.001707910183233897,0.0
DLK2,-0.0015075570287585087,0.0
DLL3,0.0055600961145094345,0.0
DLST,-0.0014838173825240351,0.0
DLX2,-0.0015189114919071432,0.0
DLX4,0.001873399528542674,0.0
DLX5,0.0034143351623394007,0.0
DLX6,0.0002576237801290762,0.0
DMBT1,0.0006925004665180494,0.0
DMC1,-0.000651886175737903,0.0
DMD,0.002499373146262003,0.0
DMP1,0.0008451171460177393,0.0
DMPK,0.0031650629209315937,0.0
DMRT1,-0.0020362155115924365,0.0
DMTF1,-0.009613308947619246,0.0
DMWD,-0.0037937947606809432,0.0
DMXL1,-0.0015342856927783393,0.0
DMXL2,-0.005419017795201436,0.0
DNA2,0.001475659838553394,0.0
DNAH17,7.052866359273735e-05,0.0
DNAH2,0.0007208378124259371,0.0
DNAH3,-0.00291190327387375,0.0
DNAH6,0.0033241346025384946,0.0
DNAH7,-0.00047433898209312583,0.0
DNAH9,0.0013765888367456875,0.0
DNAI1,-0.0027843446294162784,0.0
DNAI2,-8.282834456428326e-05,0.0
DNAJA1,-0.008001794771801457,0.0
DNAJA2,0.00013788534093125098,0.0
DNAJA3,0.014938224898141717,0.0
DNAJA4,-0.00111523143712407,0.0
DNAJB1,-2.7547242850904993e-05,0.0
DNAJB12,-0.0011541171501326765,0.0
DNAJB14,0.005224224934677657,0.0
DNAJB2,-0.005326580649589568,0.0
DNAJB4,-0.009812438943439446,0.0
DNAJB5,0.0024689563623182063,0.0
DNAJB6,0.004841472654418487,0.0
DNAJB9,0.007554838475819918,0.0
DNAJC1,0.0009339463942889954,0.0
DNAJC10,0.021465494915509142,0.0
DNAJC11,-0.0019509588332676812,0.0
DNAJC12,-0.015200599529516225,0.0
DNAJC13,0.00024893129083044396,0.0
DNAJC15,0.0034425092079539464,0.0
DNAJC16,-0.0015288976140687245,0.0
DNAJC17,0.0029257454470359287,0.0
DNAJC2,0.012145968774519077,0.0
DNAJC22,-0.0016992933263840885,0.0
DNAJC24,0.0018923884454412345,0.0
DNAJC28,-0.002382232262434478,0.0
DNAJC3,0.014824510576074182,0.0
DNAJC4,-0.0025964770368066734,0.0
DNAJC6,-0.0031529053912322342,0.0
DNAJC7,0.009436740317332501,0.0
DNAJC8,-0.0017423673711997908,0.0
DNAJC9,0.006689730794512125,0.0
DNAL4,0.004823295838066631,0.0
DNALI1,0.0019519985029202058,0.0
DNASE1,0.006424450852140733,0.0
DNASE1L1,0.0005991634549156436,0.0
DNASE1L2,0.004589391849831735,0.0
DNASE1L3,-0.005280448264115404,0.0
DNASE2,-0.0018173022580873657,0.0
DNASE2B,0.006737007754900969,0.0
DND1,0.0005232118564649137,0.0
DNM1,-1.2057999673821014e-05,0.0
DNM1L,0.02006992276988618,0.053308
DNM2,0.0023341746523952243,0.0
DNM3,-0.004327101117095499,0.0
DNMBP,-0.0010374119182945027,0.0
DNMT1,-0.001610377782552248,0.0
DNMT3A,-0.0035272949405303644,0.0
DNMT3B,-0.00055756290345271,0.0
DNMT3L,-0.0005549518226532926,0.0
DNPEP,-0.0013046428410296992,0.0
DNTT,0.00011705143511515952,0.0
DNTTIP2,0.00010152027243244291,0.0
DOC2A,0.002824119453610581,0.0
DOC2B,0.0026413291425410896,0.0
DOCK1,0.004936016179660695,0.0
DOCK10,0.0005663945527297011,0.0
DOCK2,-0.001045939757585963,0.0
DOCK3,-0.012377175610774427,0.0
DOCK4,-0.004359524486197814,0.0
DOCK5,-0.001995034988298201,0.0
DOCK6,-0.0026850277736239787,0.0
DOCK9,0.0009983843416613877,0.0
DOHH,0.00398094170221825,0.0
DOK1,-0.005863310072180188,0.0
DOK2,0.0027442052258537172,0.0
DOK3,-0.004843171391543901,0.0
DOK4,0.0022008025050384798,0.0
DOK5,-0.002598044053521689,0.0
DOLK,0.01214778205532936,0.020691
DOLPP1,0.009481103669563347,0.0
DONSON,0.0074070862949655635,0.0
DOPEY1,-0.00047201858659944967,0.0
DOPEY2,0.00367877068177051,0.0
DOT1L,-0.003216108251709362,0.0
DPAGT1,0.01312580307262707,0.0
DPEP1,0.0010809723336812533,0.0
DPEP2,-0.00021982809349490828,0.0
DPEP3,-5.280457018319827e-05,0.0
DPF1,0.0024603823153246064,0.0
DPF2,-0.018077751407453737,0.0
DPF3,0.0006252163565466861,0.0
DPH2,0.003479919447794226,0.0
DPH5,-0.011153305694165686,0.0
DPM1,0.005544427943794266,0.0
DPM2,0.004810443479192853,0.0
DPM3,0.01718711909159094,0.0
DPP3,0.008902295956358247,0.0
DPP4,0.00544077736015573,0.0
DPP6,-0.011153089245095575,0.0
DPP8,0.0014077944523881475,0.0
DPPA4,-0.004020284318891444,0.0
DPT,0.0006720619090943073,0.0
DPY19L1,-0.003021338794049508,0.0
DPY19L4,-0.011805347812709421,0.0
DPYD,-6.913528984580703e-05,0.0
DPYS,-0.0013244781467248183,0.0
DPYSL2,-0.016546488487668383,0.0
DPYSL3,0.007371920871462204,0.0
DPYSL4,0.0010378356592874588,0.0
DR1,-0.0005385028331901505,0.0
DRAM1,0.003643499197166126,0.0
DRAP1,-0.003014250998755872,0.0
DRD1,-0.0028207666189848544,0.0
DRD2,-0.0016838416069657276,0.0
DRD3,-0.00031198917092476787,0.0
DRD4,-0.0012850684034064063,0.0
DRD5,0.0003071542257937031,0.0
DRG1,-0.0018217674232449204,0.0
DRG2,0.005315407268975328,0.0
DROSHA,-0.006516808588675327,0.0
DRP2,-0.00088347092025164,0.0
DSC1,0.0016858441792214636,0.0
DSC2,-0.0008346761473506351,0.0
DSC3,-0.0006321380642056128,0.0
DSCAM,-0.0002710652709905101,0.0
DSCC1,0.0006028690576835175,0.0
DSCR3,0.007380556663046165,0.0
DSCR4,0.002419352287931431,0.0
DSE,-0.003019047513848513,0.0
DSG1,0.0021998161467063804,0.0
DSG2,0.008887029964877833,0.0
DSG3,0.0005173148575724937,0.0
DSN1,0.008806506471043614,0.0
DSP,-0.005901124048768315,0.0
DSPP,-0.005111872647938993,0.0
DST,-0.0008219734607803717,0.0
DSTN,4.660991383723734e-05,0.0
DSTYK,-0.0058198882307411,0.0
DTL,0.01285042422149133,0.08759199999999999
DTNA,-0.001565242735437435,0.0
DTNB,-0.0024967762366308426,0.0
DTWD1,-0.0018866417946977413,0.0
DTX2,0.0011065430982344453,0.0
DTX3,-0.004648096850146333,0.0
DTX4,-0.0075969118440650804,0.0
DTYMK,0.0042755819096606,0.0
DUOX1,0.003273317729890148,0.0
DUOX2,-0.0011471500481148869,0.0
DUS1L,3.3987582947903e-05,0.0
DUS4L,-0.00012614138425436536,0.0
DUSP1,-0.0006958416265939319,0.0
DUSP10,-0.001109860325538681,0.0
DUSP11,-0.0015642430670641716,0.0
DUSP12,-0.006009571939179114,0.0
DUSP13,-0.0004342678227866274,0.0
DUSP14,-0.006116931583744517,0.0
DUSP2,-0.00410912693302371,0.0
DUSP21,-0.00014628524751989703,0.0
DUSP22,-0.012661562719434126,0.0
DUSP26,-0.0032243067001939425,0.0
DUSP3,0.000110480131723049,0.0
DUSP4,0.0021696078143737686,0.0
DUSP5,0.00776401949062716,0.0
DUSP6,-0.001671866656616159,0.0
DUSP7,0.0020976028325087786,0.0
DUSP8,0.0014391478385182039,0.0
DUSP9,0.0002722945649981749,0.0
DUT,-0.008772610842768579,0.0
DVL1,-0.0003602245125572527,0.0
DVL2,0.001142089956846116,0.0
DVL3,-0.0013942273298857889,0.0
DYM,-0.002574469213962059,0.0
DYNC1H1,0.012555913298530017,0.0
DYNC1I1,0.0015612999296903873,0.0
DYNC1I2,-0.006600398679383436,0.0
DYNC1LI1,0.0020201179446546562,0.0
DYNC1LI2,-0.005313535116829846,0.0
DYNC2H1,0.004473619911855418,0.0
DYNC2LI1,-0.005181157076971261,0.0
DYNLL1,-0.013315716252224961,0.0
DYNLRB1,0.0035268497555548286,0.0
DYNLT1,-0.007412706138521805,0.0
DYNLT3,-0.013271795923151064,0.0
DYRK1A,0.0010261942754987605,0.0
DYRK1B,-0.0028293646561183988,0.0
DYRK2,-0.006458970555932746,0.0
DYRK3,-0.00695246623737642,0.0
DYRK4,-0.0024483732094366423,0.0
DYSF,-0.0010735816880758876,0.0
DZIP1,0.002551826614843891,0.0
DZIP3,-0.006766454537367672,0.0
E2F1,0.004628771323311721,0.0
E2F2,-0.0002108104385247177,0.0
E2F3,-0.012209670744789406,0.0
E2F4,0.00386488000422944,0.0
E2F5,-0.0014724501534980625,0.0
E2F6,-0.0034268358648331053,0.0
E2F8,0.01102285217468644,0.0
E4F1,0.00494690724997072,0.0
EAF2,0.009743199535180911,0.068968
EAPP,-0.013268023087487845,0.0
EBAG9,0.005145484970844897,0.0
EBF2,-0.0038259109688755745,0.0
EBI3,0.004294118169890747,0.0
EBLN2,0.0028560006305939785,0.0
EBNA1BP2,0.006569972550282774,0.0
EBP,0.029585259746719734,0.0
ECD,0.0012707398827588607,0.0
ECE1,-0.0025845753545668225,0.0
ECE2,0.002856408516992751,0.0
ECEL1,-0.003431667749106062,0.0
ECH1,-0.011635812063555764,0.0
ECHDC1,0.003824662975086489,0.0
ECHDC2,-0.007506297148343261,0.0
ECHDC3,0.0018871834879921371,0.0
ECHS1,-0.004311537207830897,0.0
ECM1,0.001821333684150423,0.0
ECM2,0.00272652336003237,0.0
ECSIT,0.0018308015754090765,0.0
ECT2,0.006376435002510903,0.0
EDA,0.0014571154096080054,0.0
EDA2R,0.0013591695598391233,0.0
EDAR,-0.0016353621459881844,0.0
EDC3,-0.004726505024858419,0.0
EDC4,-0.0010512941088941469,0.0
EDDM3A,-0.002306617476786282,0.0
EDDM3B,0.0013129818362381132,0.0
EDEM1,0.011536740024885365,0.0
EDEM2,-0.0002336984991093037,0.0
EDEM3,0.015464453568854295,0.0
EDF1,-0.01239832945074829,0.0
EDIL3,0.0011925074852142455,0.0
EDN1,-0.001105457535160352,0.0
EDN2,0.00011768617064551618,0.0
EDN3,-0.0006113158489439828,0.0
EDNRA,-0.00036303293731388905,0.0
EDNRB,0.0005857982427942708,0.0
EEA1,0.004834711031811823,0.0
EED,-0.0009314353660116412,0.0
EEF1A1,-0.005225738384694428,0.0
EEF1A2,-0.022228832168675598,0.0
EEF1B2,-0.022632635420249684,0.0
EEF1D,-0.011176659118913957,0.0
EEF1E1,0.015160581562121326,0.0
EEF1G,0.016424355721413913,0.0
EEF2,-0.01925458565343042,0.0
